"","Waterbody","DATE","ISITE","FSITE","AccessSite","YEAR","MONTH","DAY","DOW","MODE","ANGCNT","ANGTRIPS","SDAY","EDAY","STIME","ST","ETIME","ET","TRIPHOURS","PARTYHOURS","CTRIP","TARGET","WAE","YEP"
"420","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","8:30",8.5,"13:30",13.5,5,10,1,"WAP",2,0
"421","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","14:30",14.5,"21:15",21.25,6.75,13.5,1,"WAP",8,0
"422","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","8:30",8.5,"14:45",14.75,6.25,12.5,1,"WAP",12,0
"423","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","14:30",14.5,"17:30",17.5,3,6,1,"WAP",12,0
"424","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","10:0",10,"11:30",11.5,1.5,1.5,1,"WAP",0,0
"425","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","6:30",6.5,"10:15",10.25,3.75,7.5,1,"WAP",1,0
"426","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","8:30",8.5,"11:30",11.5,3,12,1,"OTH",0,0
"427","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","7:0",7,"13:0",13,6,12,1,"WAP",3,0
"428","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","8:0",8,"13:15",13.25,5.25,15.75,1,"WAP",0,4
"429","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","5:0",5,"8:45",8.75,3.75,7.5,1,"WAP",1,0
"430","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","13:30",13.5,"17:15",17.25,3.75,7.5,1,"OTH",3,0
"431","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","9:30",9.5,"14:30",14.5,5,10,1,"WAP",0,0
"432","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","6:0",6,"10:15",10.25,4.25,8.5,1,"WAP",12,0
"433","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","6:30",6.5,"13:15",13.25,6.75,13.5,1,"WAP",2,1
"434","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","8:0",8,"18:0",18,10,40,1,"WAP",8,0
"435","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","9:30",9.5,"14:15",14.25,4.75,4.75,1,"WAP",0,0
"436","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","9:0",9,"11:15",11.25,2.25,4.5,1,"WAP",0,0
"437","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","7:0",7,"16:0",16,9,9,1,"WAP",0,7
"438","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","5:15",5.25,"11:45",11.75,6.5,6.5,1,"WAP",4,0
"439","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","6:30",6.5,"13:45",13.75,7.25,29,1,"WAP",4,51
"440","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","15:45",15.75,"17:45",17.75,2,2,1,"WAP",2,0
"441","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","13:0",13,"15:45",15.75,2.75,5.5,1,"WAP",0,1
"442","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","7:0",7,"14:45",14.75,7.75,15.5,1,"WAP",12,0
"443","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","15:45",15.75,"17:45",17.75,2,2,1,"WAP",2,0
"444","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","6:15",6.25,"8:45",8.75,2.5,5,1,"WAP",1,0
"445","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","6:0",6,"16:30",16.5,10.5,10.5,1,"WAP",6,0
"446","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","19:0",19,"21:30",21.5,2.5,10,1,"WAP",0,0
"447","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","8:30",8.5,"12:15",12.25,3.75,11.25,1,"WAP",4,0
"448","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","9:30",9.5,"14:15",14.25,4.75,4.75,1,"WAP",0,0
"449","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","10:45",10.75,"14:45",14.75,4,8,1,"WAP",1,0
"450","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","14:0",14,"19:30",19.5,5.5,11,1,"WAP",0,0
"451","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","12:0",12,"17:0",17,5,10,1,"OTH",0,0
"452","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","7:30",7.5,"13:45",13.75,6.25,25,1,"WAP",4,0
"453","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","13:0",13,"17:30",17.5,4.5,18,1,"WAP",0,20
"454","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","6:30",6.5,"11:0",11,4.5,9,1,"WAP",6,0
"455","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","8:30",8.5,"14:0",14,5.5,11,1,"WAP",12,0
"456","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","7:0",7,"12:0",12,5,5,1,"WAP",2,1
"457","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","7:30",7.5,"10:0",10,2.5,5,1,"WAP",0,1
"458","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","7:45",7.75,"13:30",13.5,5.75,11.5,1,"WAP",3,25
"459","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","17:30",17.5,"20:30",20.5,3,3,1,"WAP",3,0
"460","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","6:30",6.5,"13:15",13.25,6.75,20.25,1,"WAP",5,1
"461","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","9:15",9.25,"16:45",16.75,7.5,22.5,1,"WAP",6,2
"462","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","8:30",8.5,"16:15",16.25,7.75,15.5,1,"WAP",7,2
"463","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","14:0",14,"19:30",19.5,5.5,11,1,"WAP",2,0
"464","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","10:0",10,"14:0",14,4,8,1,"WAP",0,0
"465","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","8:0",8,"16:15",16.25,8.25,16.5,1,"WAP",1,0
"466","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","8:0",8,"13:30",13.5,5.5,16.5,1,"WAP",1,1
"467","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","17:30",17.5,"20:30",20.5,3,6,1,"WAP",3,0
"468","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","8:30",8.5,"13:30",13.5,5,15,1,"WAP",0,0
"469","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","7:0",7,"9:45",9.75,2.75,5.5,1,"WAP",2,0
"470","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","14:0",14,"20:30",20.5,6.5,19.5,1,"WAP",11,0
"471","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","6:30",6.5,"12:30",12.5,6,18,1,"WAP",17,0
"472","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","6:30",6.5,"14:30",14.5,8,24,1,"WAP",18,0
"473","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","17:30",17.5,"21:15",21.25,3.75,7.5,1,"WAP",3,0
"474","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","7:0",7,"14:30",14.5,7.5,22.5,1,"WAP",1,0
"475","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","8:0",8,"12:0",12,4,16,1,"WAP",2,0
"476","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","8:30",8.5,"18:45",18.75,10.25,30.75,1,"WAP",6,30
"477","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","7:30",7.5,"10:30",10.5,3,6,1,"WAP",0,0
"478","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","12:0",12,"15:15",15.25,3.25,3.25,1,"WAP",0,0
"479","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","6:30",6.5,"12:15",12.25,5.75,17.25,1,"WAP",10,0
"480","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","7:0",7,"12:0",12,5,10,1,"WAP",5,1
"481","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","8:30",8.5,"14:45",14.75,6.25,12.5,1,"WAP",12,0
"482","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","7:0",7,"8:45",8.75,1.75,5.25,1,"WAP",0,0
"483","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","17:0",17,"21:0",21,4,8,1,"OTH",0,0
"484","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","15:30",15.5,"19:30",19.5,4,8,1,"WAP",0,0
"485","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","9:30",9.5,"14:45",14.75,5.25,15.75,1,"WAP",4,0
"486","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","7:0",7,"9:45",9.75,2.75,5.5,1,"WAP",2,0
"487","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","6:30",6.5,"14:30",14.5,8,24,1,"WAP",7,0
"488","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","17:0",17,"20:45",20.75,3.75,15,1,"WAP",0,2
"489","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","8:30",8.5,"14:45",14.75,6.25,12.5,1,"WAP",9,0
"490","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","6:30",6.5,"11:30",11.5,5,10,1,"LMB",0,0
"491","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","6:30",6.5,"14:30",14.5,8,16,1,"WAP",12,0
"492","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","9:30",9.5,"12:45",12.75,3.25,6.5,1,"WAP",0,0
"493","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","6:45",6.75,"11:30",11.5,4.75,19,1,"WAP",8,0
"494","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","6:0",6,"9:45",9.75,3.75,7.5,1,"WAP",1,0
"495","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","9:30",9.5,"15:0",15,5.5,5.5,1,"WAP",2,3
"496","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","8:0",8,"12:0",12,4,16,1,"WAP",2,0
"497","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","9:0",9,"14:0",14,5,15,1,"WAP",18,1
"498","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","8:0",8,"13:45",13.75,5.75,11.5,1,"WAP",12,0
"499","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","16:0",16,"20:30",20.5,4.5,9,1,"WAP",7,0
"500","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","6:15",6.25,"9:45",9.75,3.5,14,1,"WAP",0,0
"501","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","7:45",7.75,"12:0",12,4.25,8.5,1,"WAP",4,0
"502","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","6:0",6,"15:0",15,9,36,1,"WAP",5,0
"503","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","5:30",5.5,"13:15",13.25,7.75,15.5,1,"WAP",12,0
"504","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","7:30",7.5,"12:15",12.25,4.75,14.25,1,"WAP",11,1
"505","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","9:30",9.5,"13:15",13.25,3.75,15,1,"WAP",2,0
"506","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","8:0",8,"12:30",12.5,4.5,9,1,"WAP",0,0
"507","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","13:0",13,"19:45",19.75,6.75,20.25,1,"WAP",5,0
"508","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","8:0",8,"12:30",12.5,4.5,9,1,"WAP",12,0
"509","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","6:30",6.5,"11:0",11,4.5,9,1,"WAP",6,0
"510","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","7:30",7.5,"14:0",14,6.5,13,1,"WAP",12,0
"511","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","7:0",7,"10:15",10.25,3.25,9.75,1,"WAP",18,1
"512","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","10:30",10.5,"16:0",16,5.5,5.5,1,"WAP",0,0
"513","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","7:30",7.5,"12:0",12,4.5,9,1,"WAP",5,0
"514","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","8:0",8,"13:30",13.5,5.5,11,1,"WAP",3,0
"515","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","7:0",7,"14:30",14.5,7.5,22.5,1,"WAP",1,0
"516","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","8:30",8.5,"13:30",13.5,5,15,1,"WAP",0,0
"517","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","6:0",6,"12:15",12.25,6.25,12.5,1,"WAP",11,0
"518","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","9:15",9.25,"15:45",15.75,6.5,13,1,"WAP",2,0
"519","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","9:0",9,"16:30",16.5,7.5,22.5,1,"WAP",0,30
"520","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","5:15",5.25,"11:0",11,5.75,11.5,1,"WAP",10,0
"521","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","9:30",9.5,"14:45",14.75,5.25,15.75,1,"WAP",4,0
"522","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","7:0",7,"12:0",12,5,10,1,"WAP",0,3
"523","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","7:0",7,"14:0",14,7,28,1,"WAP",12,0
"524","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","14:30",14.5,"21:15",21.25,6.75,13.5,1,"WAP",8,0
"525","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","7:0",7,"10:30",10.5,3.5,7,1,"WAP",0,6
"526","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","11:0",11,"14:30",14.5,3.5,3.5,1,"WAP",0,0
"527","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","19:0",19,"21:30",21.5,2.5,10,1,"WAP",0,0
"528","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","8:30",8.5,"17:0",17,8.5,25.5,1,"WAP",0,0
"529","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","5:0",5,"10:30",10.5,5.5,16.5,1,"WAP",4,0
"530","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","15:45",15.75,"17:45",17.75,2,2,1,"WAP",2,0
"531","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","8:0",8,"10:30",10.5,2.5,2.5,1,"WAP",0,0
"532","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","6:30",6.5,"13:15",13.25,6.75,20.25,1,"WAP",5,1
"533","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","6:30",6.5,"12:15",12.25,5.75,11.5,1,"WAP",3,0
"534","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","13:0",13,"21:0",21,8,16,1,"WAP",2,0
"535","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",4,1,"2021-7-4","2021-7-4","11:30",11.5,"17:15",17.25,5.75,23,1,"WAP",3,0
"536","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","8:0",8,"13:45",13.75,5.75,11.5,1,"WAP",4,0
"537","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","11:0",11,"12:15",12.25,1.25,1.25,1,"WAP",0,0
"538","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","5:30",5.5,"10:45",10.75,5.25,5.25,1,"WAP",6,0
"539","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","13:0",13,"16:30",16.5,3.5,10.5,1,"WAP",18,0
"540","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","5:30",5.5,"10:30",10.5,5,15,1,"WAP",0,0
"541","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","10:0",10,"14:0",14,4,8,1,"WAP",0,0
"542","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","17:30",17.5,"20:30",20.5,3,6,1,"WAP",3,0
"543","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","701","701","Bolles",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","17:0",17,"21:30",21.5,4.5,9,1,"WAP",0,0
"544","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",3,1,"2021-7-4","2021-7-4","8:0",8,"14:30",14.5,6.5,19.5,1,"WAP",4,0
"545","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",1,1,"2021-7-4","2021-7-4","8:0",8,"16:0",16,8,8,1,"WAP",6,2
"546","LK_ERIE_BUS_ROUTE_SIMU","2021-7-4","702","702","Sterling",2021,7,4,7,"BOAT",2,1,"2021-7-4","2021-7-4","18:0",18,"20:45",20.75,2.75,5.5,1,"LMB",0,0
